femaleVariant,maleVariant,stringId,female_vo_path,male_vo_path,quest_path
"Привет, Ви, как дела? Знаешь что, вчера я думал о тебе!",,"1,73504E+15",MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Я думаю о тебе только один раз в день, но это длится 24 часа!",,1735040846812203,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"О, ты милый! <3 <3 <3",,1735056244885189,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Сол хотел, чтобы мы уничтожили все, что могло связать нас с этим парнем... Но эй, я оставил пропуск, думая о тебе, на всякий случай...",,"1,73506E+15",MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Не знаю, что с этим делать, а потом... Конпеки для меня не самое лучшее воспоминание...",,1735056326435636,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Хорошо, это глупо! Я сделаю то, что сказал Саул, и уничтожу его!",,1735056379716323,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Нет, подожди! Как эта штука работает?",,1735056393052657,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Что ж, вы заходите на их сайт, вводите имя и резервация сделана…",,1735056411224054,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Хорошо… возможно, у меня есть идея! Хотели бы вы этим воспользоваться?",,1735056425988329,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Как же так?,,1735056446949704,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Мы оба идем! Мы проводим классный вечер в Конпеки. Это могло бы быть здорово, как вы думаете?",,"1,73506E+15",MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Ты сумасшедший! Учитывая твою историю, ты, должно быть, там поджарен!",,1735056494932607,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Да, конечно, это проблема… Дай мне подумать об этом!",,1735056506194362,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Пропуск действителен 48 часов… Скажите скорее, потому что после этого он мертв.",,1735056519235413,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Панам, возможно, у меня есть решение по плану Конпеки. Не могли бы вы попробовать зарегистрировать имя?",,1735058535475344,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Если хочешь… Какое имя мне следует использовать?,,1735058563071521,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Попробуйте с Агиларом Нубиолой,,1735058593043166,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Попробуйте это с Андерсом Хеллманом,,1735058645656583,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Умный! Я пытаюсь, подожди...",,1735060913044546,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Его передали на запись. Должно быть хорошо!,,1735060935091683,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Так что ты скажешь? У нас это будет сегодня вечером в Конпеки?,,1735060982596671,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Я даже не знаю... Конпеки - не мой стиль!,,1735061008088637,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Я собираюсь внести свою лепту в декор... У меня даже чертовски подходящего наряда нет!,,1735061024059582,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Это не проблема. Ты управлял Конпеки, так что позволь мне позаботиться о нашей одежде. Встретимся в центре, сходим за покупками!",,1735061039903586,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Это все равно опасно, тебя могут узнать... Это все-таки Арасака...",,1735061055747094,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Слушай, давай встретимся в баре в центре города и поговорим об этом, ладно?",,1735061077597131,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Если ты хочешь…,,1735061089758378,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Скажи] Итак, что ты делаешь в эти дни?",,1735142209504692,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Пьет] Я думал, ты помирилась с Саулом…",,1735142588439618,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Ви сидит на кровати. Панам мог сидеть напротив В. (Как в моде Lizzie's Braindances: DollHouse),,1735146101955345,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Через некоторое время ничего не сказав...,,1735146120956956,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Панам садится на кровать рядом с Ви (как в моде Lizzie's Braindances: DollHouse).,,1735146139634145,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Произнося последнее предложение, Панам наклоняется и опирается на кровать (как в моде Lizzie's Braindances: DollHouse). ",,1735146177514793,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Панам ложится рядом с ним... (Как в моде Lizzie's Braindances: DollHouse),,1735146190854713,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Панам обижается, быстро садится на первое предложение!",,1735146208634254,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"В ярости Панам уходит, произнеся свое последнее предложение!",,1735146218671463,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
КОНЕЦ КВЕСТА,,1735146262371852,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Одежда исчезает, когда мы слышим, как Панам произносит свое последнее предложение.",,"1,73515E+15",COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Они обнажены в последнем предложении V.,,"1,73515E+15",COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Явные действия] Ох, окей.",,1735148603319961,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Позже... они все еще лежат на кровати обнаженные.,,1735148655590069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Панамские листья,,1735148670146144,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Ви снова появляется перед закрытой Конпеки.,,1735148683898389,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Если бронирование было сделано под именем Агилар Нубиола, Ви получает сообщение от незнакомца. Это Агилар! (Но ответить, конечно, невозможно...)",,1735149083786826,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"В конце концов я подумаю, что ваша склонность украсть мою личность - это форма лести по отношению ко мне... Я буду получать огромное удовольствие, слушая ваши умоляющие меня во время моего следующего визита в Северную Каролину. Но несомненно и то, что за каждым днем ​​следует ночь, она вас не спасет.",,1735149096392131,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Чуть позже у Ви возникает идея, и он связывается с Панамом:",,1735472601463996,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Пить] Панам...,,1735566026604495,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Так или иначе, вчера мы поймали парня в Бесплодных землях и нашли у него пропуск на ночь в номер в Конпеки Плаза. Ты рассказал мне о Конпеки…",,1735567342585502,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Панам и Ви ходят за покупками в бутик в центре города.,,1735567787641759,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Панам входит в примерочную и выходит в другом наряде.,,"1,73558E+15",COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Панам и Ви выберут одежду по прибытии в Конпеки.,,"1,73558E+15",COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Если магазин находится рядом с баром, они идут в магазин вместе. (Панам внимательно следует за Ви.) В противном случае они могут встретиться в магазине.",,1735583990247748,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Панам и Ви входят в номер Конпеки Плаза.,,1735584121915575,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Активировать след Агилара],,1735756411635207,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Отключить след Агилара],,1735756509206727,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Отправить сообщение в Панам],,1735769077098714,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Скажи] Не обращай внимания на Саула. Это перейдет к нему.,,1735769360126834,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Говорит] Может быть, Саул прав...",,1735769421066106,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Скажи] Не преувеличивай.,,1735826347203087,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Скажи] Могу ли я чем-нибудь помочь тебе?,,1735826373383827,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Сказать] Давай поговорим о нашем плане на Конпеки...,,1735827222153488,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Скажи] Итак, ты готов?",,1735831536035375,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Панам и Ви выходят из магазина в центре города.,,1735832194237069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Если получится успеть приехать в отель и пройти в номер. (Как в квесте на ограбление на Конпеки Плаза, где следуем за Джеки в комнату. Можно ли заменить Джеки на Панама? Возможна ли такая модификация?) .... В противном случае начинается прямо в комнате.",,1735832600444044,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
НАЧАЛО КВЕСТА,,1735854459066934,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Скажи] Панам…,,1735854611598502,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Говорит] Я доверял кому-то, и он меня трахнул.",,1735854718843424,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Скажи] Я не могу ничего предсказать на будущее.,,1735855065255565,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Говорит] Я умру через несколько месяцев, верно?",,"1,73586E+15",ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Скажи] Я бы хотел, чтобы меня помнили…",,1735855287877249,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Ложись] Иди сюда.,,1735856480847855,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Скажи] Довольно часто, да.",,1735857543721684,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Прикосновение] Нет, совсем нет.",,1735857606826433,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Встать] Уже?!,,1735858958994359,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Вставай] Насчет прошлой ночи…,,1735859033963587,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Панам снова почти одета.,,1735859520752215,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Прикосновение] Привет!,,1735860454689494,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
