femaleVariant,maleVariant,stringId,female_vo_path,male_vo_path,quest_path
如果预订是以 Aguilar Nubiola 的名义进行的，V 就会收到来自陌生人的消息。是阿吉拉尔！ （但当然不可能回答……）,,1735149083786826,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
我最终会认为你盗用我身份的倾向是对我的一种奉承……在我下次访问北卡罗来纳州期间，我将非常高兴听到你求我。但同样可以肯定的是，每天都会有黑夜，它不会拯救你。,,1735149096392131,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
过了一会儿，V 灵机一动，联系了Panam：,,1735472601463996,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[喝]巴拿马...,,1735566026604495,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
不管怎样，昨天我们在荒地抓到了一个人，并在他身上发现了一张在 Konpeki Plaza 套房过夜的通行证。你告诉我关于金佩基的事……,,1735567342585502,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
帕纳姆和 V 去市中心的一家精品店购物。,,1735567787641759,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
帕纳姆走进试衣间，穿上了一套不同的衣服。,,1735576178488210,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam 和 V 抵达 Konpeki 后将选择服装。,,1735583834222710,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
如果商店在酒吧旁边，他们就一起步行去商店。 （Panam密切关注V。）否则，他们可以在商店见面,,1735583990247748,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam 和 V 进入 Konpeki Plaza 套房,,1735584121915575,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[激活阿吉拉尔的足迹],,1735756411635207,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[禁用阿吉拉尔的足迹],,1735756509206727,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[给巴拿马留言],,1735769077098714,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]别理会扫罗。它将传递给他。,,1735769360126834,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]也许扫罗是对的......,,1735769421066106,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]也别夸张,,1735826347203087,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]我可以帮你做点什么吗？,,1735826373383827,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]我们来谈谈金碧的计划吧……,,1735827222153488,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]那么，你准备好了吗？,,1735831536035375,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
帕纳姆和 V 离开市中心的商店。,,1735832194237069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
如果可以的话，可以安排到达酒店并前往房间。 （就像在 Konpeki Plaza 的抢劫任务中，我们跟随 Jackie 到房间。是否可以用 Panam 代替 Jackie？这种修改可能吗？） ....否则它会直接在房间中开始。,,1735832600444044,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
任务开始,,1735854459066934,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]巴拿马……,,1735854611598502,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]我信任一个人，他却操了我。,,1735854718843424,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]我无法预测未来的任何事情。,,1735855065255565,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]几个月后我就会死，对吗？,,1735855145057790,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]我希望被记住……,,1735855287877249,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[躺下] 过来。,,1735856480847855,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]经常，是的。,,1735857543721684,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[触摸] 不，一点也不。,,1735857606826433,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[站起来] 已经了？！,,1735858958994359,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[起床]关于昨晚的事……,,1735859033963587,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
帕南几乎又穿好了衣服。,,1735859520752215,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[触摸] 你好,,1735860454689494,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
