femaleVariant,maleVariant,stringId,female_vo_path,male_vo_path,quest_path
"Entonces, ¿qué dices? ¿Lo tendremos esta noche en Konpeki?",,1735060982596671,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Realmente no lo sé... ¡Konpeki no es mi estilo!,,1735061008088637,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Voy a hacer mi parte en la decoración... ¡Ni siquiera tengo un puto conjunto adecuado!,,1735061024059582,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Eso no es un problema. Tú manejaste el Konpeki, así que déjame encargarme de nuestra ropa. ¡Nos vemos en el centro, haremos algunas compras!",,1735061039903586,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"¡Sigue siendo peligroso, podrían reconocerte! ¡Y maldita sea, aquí estamos hablando de Arasaka!",,1735061055747094,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Mira, nos vemos en este bar del centro y hablamos de ello, ¿vale?",,1735061077597131,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Si quieres…,,1735061089758378,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Diga] Entonces, ¿qué estás haciendo estos días?",,1735142209504692,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Bebiendo] Pensé que te habías reconciliado con Saúl…,,1735142588439618,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
V se sienta en la cama. Panam podría sentarse frente a V. (Como en el mod Braindances: DollHouse de Lizzie),,1735146101955345,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Después de un rato sin decir nada...,,1735146120956956,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Panam viene a sentarse en la cama, al lado de V. (Como en el mod Lizzie's Braindances: DollHouse)",,1735146139634145,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Al decir su última frase, Panam se inclina y se apoya en la cama (como en Braindances: DollHouse mod de Lizzie) ",,1735146177514793,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam se acuesta junto a él... (Como en el mod Braindances: DollHouse de Lizzie),,1735146190854713,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Panam se ofende, ¡rápidamente se sienta en su primera frase!",,1735146208634254,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"¡Furiosa, Panam se va mientras dice su última frase!",,1735146218671463,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
FIN DE LA MISIÓN,,1735146262371852,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
La ropa desaparece mientras se escucha a Panam decir su última frase.,,1735148577111890,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Están desnudos en la última frase de V.,,1735148591380400,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Actividades explícitas] Oh, está bien.",,1735148603319961,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Más tarde… siguen en la cama, desnudos.",,1735148655590069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
hojas de panamá,,1735148670146144,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
V reaparece frente al Konpeki cerrado,,1735148683898389,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Si la reserva se hizo bajo el nombre de Aguilar Nubiola, V recibe un mensaje de un extraño. ¡Es Aguilar! (Pero imposible de responder, por supuesto…)",,1735149083786826,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Voy a terminar pensando que tu propensión a robar mi identidad es una forma de adulación hacia mí... Voy a tener un gran placer escucharte suplicarme durante mi próxima visita a Carolina del Norte. Pero también es cierto que la noche sigue a cada día, no os salvará.",,1735149096392131,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Un poco más tarde, V tiene una idea y contacta a Panam:",,1735472601463996,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Bebida] Panamá...,,1735566026604495,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"De todos modos, ayer atrapamos a un tipo en Badlands y le encontramos un pase para pasar una noche en una suite en Konpeki Plaza. Me hablaste de Konpeki...",,1735567342585502,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam y V van de compras a una boutique en el centro de la ciudad.,,1735567787641759,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam entra al probador y sale con un outfit diferente.,,1735576178488210,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam y V tendrán el atuendo seleccionado cuando lleguen a Konpeki.,,1735583834222710,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Si la tienda está al lado del bar, caminan juntos hasta la tienda. (Panam sigue de cerca a V.) De lo contrario, pueden encontrarse en la tienda.",,1735583990247748,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam y V entran a la suite de Konpeki Plaza,,1735584121915575,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Activar la Huella de Aguilar],,1735756411635207,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Desactivar la huella de Aguilar],,1735756509206727,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Enviar un mensaje a Panam],,1735769077098714,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diga] No le hagan caso a Saúl. A él le pasará.,,1735769360126834,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diciendo] Quizás Saúl tenga razón...,,1735769421066106,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Di] Tampoco exageres,,1735826347203087,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diga] ¿Puedo hacer algo para ayudarle?,,1735826373383827,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diga] Hablemos de nuestro plan para Konpeki...,,1735827222153488,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Diga] Entonces, ¿estás dispuesto a hacerlo?",,1735831536035375,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam y V salen de la tienda del centro.,,1735832194237069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Si es posible gestionar la llegada al hotel y el desplazamiento a la habitación. (Como en la búsqueda del atraco en Konpeki Plaza donde seguimos a Jackie a la habitación. ¿Es posible reemplazar a Jackie con Panam? ¿Es posible este tipo de modificación?) .... De lo contrario, comienza directamente en la habitación.",,1735832600444044,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
INICIO DE LA BÚSQUEDA,,1735854459066934,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diga] Panamá…,,1735854611598502,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diciendo] Confié en alguien y me jodió.,,1735854718843424,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diga] No puedo predecir nada para el futuro.,,1735855065255565,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Diciendo] Estaré muerto en unos meses, ¿verdad?",,1735855145057790,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diga] Me gustaría ser recordado…,,1735855287877249,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Acuéstate] Ven aquí.,,1735856480847855,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Diga] Muy a menudo, sí.",,1735857543721684,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Tocar] No, en absoluto.",,1735857606826433,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Levántate] ¡¿Ya?!,,1735858958994359,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Levántate] Lo de anoche…,,1735859033963587,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam casi está vestida de nuevo.,,1735859520752215,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Tocar] Hola,,1735860454689494,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
