femaleVariant,maleVariant,stringId,female_vo_path,male_vo_path,quest_path
それは問題ではありません。あなたが紺碧を管理したので、私たちの服の世話をさせてください。センターで会いましょう、買い物をしましょう！,,1735061039903586,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
まだ危険です、認識される可能性があります!そしてくそー、ここではアラサカのことを話しているんだ！,,1735061055747094,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
ほら、ダウンタウンのこのバーで会って、それについて話しましょう、いいですか？,,1735061077597131,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
あなたが望むなら…,,1735061089758378,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
[発言] それで、最近は何をしていますか?,,1735142209504692,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[飲酒] サウルと和解したと思ったのですが…,,1735142588439618,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Vはベッドに座っています。 Panam は V の向かい側に座ることができます (Lizzie's Braindances: DollHouse mod のように),,1735146101955345,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
何も言わずにしばらくすると…,,1735146120956956,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam が V の隣のベッドに座りに来ます (Lizzie's Braindances: DollHouse mod のように),,1735146139634145,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
最後の言葉を言いながら、パナムはかがんでベッドにもたれかかります（Lizzie's Braindances: DollHouse mod のように） ,,1735146177514793,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
パナムは彼の隣に横たわります… (Lizzie's Braindances: DollHouse mod のように),,1735146190854713,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
パナムは腹を立て、最初の一言ですぐに座り込んでしまいました。,,1735146208634254,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
激怒したパナムは最後の一言を言いながら立ち去ります！,,1735146218671463,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
クエストの終了,,1735146262371852,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
パナムが最後の言葉を言うのを聞く間、服は消えます,,1735148577111890,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Vの最後の文では彼らは裸になっている,,1735148591380400,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[明示的な活動] ああ、わかりました。,,1735148603319961,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
その後...彼らはまだベッドの上に裸で横たわっています。,,1735148655590069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
パナムの葉,,1735148670146144,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
閉ざされた紺碧の前にVが再び現れる,,1735148683898389,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Aguilar Nubiola という名前で予約された場合、V は見知らぬ人からメッセージを受け取ります。アギラールだよ！ （もちろん答えられませんが…）,,1735149083786826,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
私のアイデンティティを盗もうとするあなたの性癖は、私に対する賞賛の一形態だと考えてしまうでしょう...次回ノースカロライナ州を訪問する際には、あなたの懇願を聞くことができてとても嬉しいです。しかし、毎日夜が来ることも確かであり、それはあなたを救いません。,,1735149096392131,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
少し後、V はアイデアを思いついて Panam に連絡します。,,1735472601463996,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
【ドリンク】パナム...,,1735566026604495,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
とにかく、昨日私たちはバッドランズで男を捕まえ、紺碧プラザのスイートでの一晩のパスを見つけました。紺碧の話をしてくれましたね…,,1735567342585502,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
パナムと V は市内中心部のブティックで買い物をします。,,1735567787641759,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
パナムは試着室に入り、違う服装で出てくる。,,1735576178488210,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
パナムとVは紺碧に到着したときに服装を選択してもらいます。,,1735583834222710,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
お店がバーの隣にある場合、彼らは一緒にお店まで歩きます。 (パナムは V をよくフォローします。) それ以外の場合は、店で会うことができます。,,1735583990247748,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
パナムとVが紺碧プラザスイートに入る,,1735584121915575,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[アギラールの足跡をアクティブにする],,1735756411635207,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Aguilarの足跡を無効にする],,1735756509206727,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[パナムにメッセージを送る],,1735769077098714,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
［言う］サウルには注意を払わないでください。それは彼に伝わります。,,1735769360126834,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[発言] サウルの言うことは正しいかもしれない...,,1735769421066106,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[言う] どちらも誇張しないでください,,1735826347203087,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[言う] 何か手伝うことはできますか？,,1735826373383827,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[発言] 紺碧の計画について話しましょう...,,1735827222153488,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
］うるせえ、おまえは。,,1735831536035375,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
パナムとVはダウンタウンの店を出ます。,,1735832194237069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
ホテルに到着して部屋に行くことができれば。 (紺碧広場での強盗のクエストで、ジャッキーを部屋まで追いかける場合のように。ジャッキーをパナムに置き換えることは可能ですか?この種の変更は可能ですか?) .... それ以外の場合は、部屋から直接始まります。,,1735832600444044,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
クエストの開始,,1735854459066934,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[言う] パナム…,,1735854611598502,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[発言] 私は誰かを信頼していましたが、彼は私を犯しました。,,1735854718843424,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[発言] 未来については何も予測できません。,,1735855065255565,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[発言] 私は数か月後に死ぬんですよね？,,1735855145057790,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[言う] 覚えておいていただきたいのですが…,,1735855287877249,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[横になって] こっちに来て。,,1735856480847855,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[発言] かなり頻繁に、そうですね。,,1735857543721684,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[タッチ] いや、全然。,,1735857606826433,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[立ち上がって] もう?!,,1735858958994359,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[起きて] 昨日の夜のこと…,,1735859033963587,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
パナムはほぼ再び服を着ています。,,1735859520752215,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[タッチ] こんにちは,,1735860454689494,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
